Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-DD-AAW1-01A-11R-A41C-07	0.0101289614035049	0	0.0271587170160625	0.0391988568444623	0	0.111839542045464	0	0.0144760661174903	0.0680236744583555	0	0	0.0648567987017411	0.0626463948947725	0	0.142977303059918	0.288159649694501	0	0	0.160480290103454	0	0.00372522278190213	0.00632852287837209	0	0.00316243386120985	1.08633843668221
TCGA-G3-A5SK-01A-11R-A27V-07	0.012346271964475	0	0.0244457494653629	0.111424583642428	0	0.22059275074166	0	0.0294248104284918	0.0548858434194581	0	0.132582041599202	0.0127776797341576	0.00557435360541951	0.117287065564999	0.0782508852532596	0.200407964581086	0	0	0	0	0	0	0	0.0582973087011295	1.07982841875065
TCGA-RC-A7SH-01A-11R-A38B-07	0	0.010330962947648	0.0498034460211814	0.145343343761458	0	0.114064498608949	0	0.0623429488872732	0.228306647125616	0	0	0.0893402342570244	0.00508962551637876	0.114297493961209	0.0719644402863325	0.0446432043040704	0.00130589850697644	0	0.0631672558158842	0	0	0	0	0.0006580944800957	1.11694207344165
TCGA-DD-A1EL-01A-11R-A155-07	0.00403336352901122	0	0.00192310825083526	0.0166982259952795	0	0.0577051921689332	0.00233547604714441	0.0131301917059429	0.110682201180014	0.00212313864626325	0	0.00261232744257025	0.00499327494001312	0.38013342321645	0.0411744284756714	0.162049041341438	0.0986066067003532	0	0.0905422341713294	0	0.00952656759901199	0.00173119858973856	0	0.207270788276912	1.02297610025867
TCGA-MR-A520-01A-11R-A266-07	0.0542232887825669	0	0.0127889232520562	0.146415112136484	0	0.151395166643099	0	0	0.0583534705536046	0	0.0753539039340343	0.011818297495427	0.00798485989020736	0.117052336270098	0.0501065464648998	0.216267283240886	0.0157644227276997	0	0.0824763886089378	0	0	0	0	0.0342037077612198	1.07094796729497
TCGA-WX-AA47-01A-11R-A39D-07	0.0923794298001357	0	0.0885745809323082	0	0	0.149084888026033	0	0.0342981356315646	0.0807889327802943	0	0.144691360964267	0	0.0049636251048463	0.302224083405053	0.0250062161834138	0	0	0	0.0727113749244931	0	0.00243759031178022	0.00283978193581034	0	0.0712017881389662	1.06526685061649
TCGA-CC-A3MB-01A-11R-A213-07	0.0450299079952851	0	0.0186278708406393	0.164278235731679	0	0.119665985620339	0.0217317070789762	0.0269760871802707	0.0976561027422518	0	0	0.0185977123732225	0	0.181204320213863	0.0705851370298209	0.195686026438958	0.0206908238895785	0	0.015104011280366	0	0	0.00416607158475028	0	0.0259910653847194	1.08381633768822
TCGA-DD-AAEE-01A-11R-A41C-07	0.00728404942890685	0.0102872624302923	0.00191418096100818	0.0768330822495736	0	0.143369125671427	0	0	0.132003685609532	0	0	0.0223536598018992	0.024861459716063	0.115977866048256	0.135932026231629	0.156858956989336	0.0261268372806101	0	0.146197807581468	0	0	0	0	0.0378859737221878	1.0737510925969
TCGA-DD-AAE3-01A-11R-A41C-07	0.00650945936276879	0	0.00332481540150041	0.0745080806944912	0	0.0656814136156062	0	0.0295611414220524	0	0.0223914217986492	0	0.123160425972868	0.00910389745654788	0.0949834650791465	0.0633448315080787	0.468886037702622	0.0028859206262665	0	0	0.0276351593914678	0.00510174037628472	0.00292218959164973	0	0.0171322660290764	1.11047371677907
TCGA-2Y-A9GT-01A-11R-A38B-07	0.0842006291694399	0	0.0156061241671231	0.269707417864244	0	0.165209499046009	0.00756034565701902	0.0571622346177257	0.119892450653858	0	0	0.0539175127492071	0.0289799209362245	0	0.0714812372579239	0.0889154556293743	0.00856040120274576	0	0.0283017747952104	0	0	0.000504996253895353	0	0.152632967578442	1.05484235661859
TCGA-5R-AAAM-01A-12R-A41C-07	0.133973623766473	0	0.0483003143785	0.067874527217189	0	0.265725539871541	0	0.00430180731816987	0	0	0	0.0359375417713073	0.0331994110059884	0.0496658610668547	0.121612025294885	0.183176889553227	0.0284647060437058	0	0.026500910372293	0	0	0.00126684233986619	0	0.206386620495425	1.00342799877062
TCGA-DD-A115-01A-11R-A131-07	0.0159097003854721	0	0.00669164476038973	0.113305053431014	0	0.187312320745779	0	0.0436798490842196	0.134886225441629	0	0	0.0742270862558765	0	0.0624802626897176	0.11882388848567	0.147830291062324	0.0156832737390417	0	0.0791704039188684	0	0	0	0	0.0442375977009716	1.08549372015059
TCGA-DD-A39W-01A-11R-A213-07	0.118094142368607	0	0.0613157052334998	0.0522668593714008	0	0.0540565287468892	0.0138543423246293	0	0.086063348020738	0	0.0592939143789678	0.0177229411777898	0.0359009585881236	0.0581982677714245	0.171352744995903	0.177568949205099	0.0166556788476666	0	0.0701568494929576	0	0	0.00749876947630298	0	0.0472181721788201	1.07240070784531
TCGA-2Y-A9H0-01A-11R-A38B-07	0.055271870672253	0	0.0590908837462578	0.402041935742291	0	0.0316533422899863	0.0776581190392258	0.0650635335746008	0.108903562566417	0	0	0	0.0121910545892707	0.0190768747145638	0.0651942936144172	0.0926377401134706	0.00281767511764571	0	0	0.00345062067590374	0	0.00494849354369561	0	0.17161613798358	1.04529789308289
TCGA-DD-AAD8-01A-11R-A41C-07	0.0238389591296187	0	0.00359040641887515	0.18485394401116	0	0.127687355641741	0.00119714972643972	0.077607309900864	0.0439681383926069	0.0430838633624797	0	0.0441188941634035	0	0.0411955964071465	0.0922377579209451	0.297111502563305	0.0106291497424592	0	0.00659973961050944	0	0	0.00228023300844582	0	-0.0127100610291853	1.1103513974663
TCGA-G3-A7M6-01A-11R-A33R-07	0.00245823465832516	0.0370162866638558	0.0408577373040256	0.0686389791750949	0	0.310077392935911	0	0.0267137111782668	0.149828799753419	0	0	0.0231303659345002	0.0102820485665877	0.102750665985281	0.0580559721108948	0.107281424160653	0.0330503563553973	0	0.0204902245142739	0	0	0.00936780070351404	0	0.120170899644035	1.05092276302963
TCGA-2V-A95S-01A-11R-A37K-07	0.0220674797839429	0	0.0910241836361642	0.267239588029312	0	0.0824090017366236	0.0229603337023607	0.0793447528811012	0.119047798862117	0	0	0.0408852027015487	0	0.0768062053023602	0.0867174045216288	0.0688668748580347	0.0183098815033876	0	0.0107916877693257	0	0	0.0135296047120934	0	0.180433201862107	1.03099719608504
TCGA-G3-A3CK-01A-11R-A213-07	0.047787034350466	0	0.0150057268351124	0.302575475676916	0	0.0489744231738686	0.0429091598747995	0.0218649752571995	0.0520055061897833	0	0	0.0333668792990297	0.0175055387712315	0.0693946700001472	0.136249520487412	0.0957112121230358	0.00864500149924083	0	0.102189547613017	0	0.00484383571112583	0.000971493137615109	0	0.0575272234226457	1.07620464692543
TCGA-DD-A3A2-01A-11R-A213-07	0.0495543196203406	0	0.0145317517811018	0.0588306035936586	0	0.121809978019119	0	0.0255887090472266	0.107908666581857	0.021116292792954	0.0829369490901955	0.0232916197336697	0	0.0553931764022231	0.0647632265178193	0.358822080458767	0	0	0.0141939162606745	0	0	0.00125871010039285	0	0.0197752352882848	1.08558208748032
TCGA-G3-A3CH-01A-11R-A22L-07	0.0731757059794023	0	0.0393892838780456	0.117114274262476	0	0.212082152302935	0	0.00800672704811388	0.138041411029807	0	0	0.051017182574003	0.00493279431750769	0	0.0878718757800619	0.180825420205749	0.00926691689988309	0	0.0782762557220156	0	0	0	0	0.0936430336943961	1.05650559609798
TCGA-DD-A1EI-01A-11R-A131-07	0.0257613318513103	0	0.00872811423387099	0.0666846420246285	0	0.189834004902484	0	0	0.143710056439745	0.0130218132990033	0	0.0638368804872782	0.00783994928061486	0.115680760568858	0.0572703102682692	0.195400064492055	0.0248337416368384	0	0.0777423109997896	0	0	0.00965601951525454	0	0.031408658426804	1.07586239633288
TCGA-CC-A5UD-01A-11R-A28V-07	0.0173462974646233	0	0.00361179127712006	0.193602052310235	0	0.0547366663699963	0	0.0801438404994827	0.0591202519612344	0.0879995344962968	0	0.0270375894227014	0.00259479646922716	0	0.177235251303708	0.218450233564607	0.00913589183836496	0.00231525834242325	0.0666705446799798	0	0	0	0	0.0167981858976066	1.10850445740492
TCGA-2Y-A9GW-01A-11R-A38B-07	0.024311655432081	0	0.00438550633982244	0.0230476106966413	0	0.144176267235137	0	0.00824137547719106	0.109406000579399	0	0	0.0186774769035548	0.00344319280835185	0.420000820625839	0.0821552780494106	0.03196589488299	0.0952159763784528	0	0.0324481112025526	0	0	0.00252483338857676	0	0.275763985814386	0.988900980267309
TCGA-CC-A7IE-01A-21R-A38B-07	0.0623326263685492	0	0.0293617978511106	0.214646674741656	0	0.0171590551231131	0.0591975252241049	0.108070534133114	0.151916625758513	0	0	0.0453349256535302	0.0192733365770802	0.153249465912255	0.0525679357427962	0.0446770673859971	0.0422124295281812	0	0	0	0	0	0	0.116040520978851	1.05456337305696
TCGA-RC-A6M4-01A-11R-A32O-07	0.00268754614785959	0.00833281716017328	0.0285158129161892	0.0183377682679767	0	0.0492263538307902	0	0.00715838280341544	0.080873432761514	0	0	0.0919978948185217	0.0243487187266462	0.132074835956106	0.0899614733301324	0.223366517960139	0.0202584399775052	0	0.209163427106756	0	0.00961294678700063	0.00408363144927461	0	0.0277253417830747	1.07492427568075
TCGA-ZS-A9CG-01A-11R-A37K-07	0.0903498070335735	0	0.0247135387242253	0.111479308534607	0	0.0308081959693806	0	0.0237436652564463	0.00726852474431891	0.0412860622235939	0	0.097549138353891	0.00398738950041689	0.0127097432952948	0.170589325561793	0.299429621814924	0	0	0.0749407144327818	0	0	0.0111449645547531	0	0.0248373173151158	1.09485725167754
TCGA-DD-AACL-01A-11R-A41C-07	0	0.02644402131634	0.108984337237966	0.0784384244344879	0	0.0389741783302061	0	0.0559971479885805	0.0769719566816528	0	0	0.0864230489966941	0	0.188985413898226	0.0893659079994039	0.154467556106183	0.0341433153670544	0	0.0270586414957226	0	0	0.0337460501474839	0	0.206848340293283	1.00314482463173
TCGA-DD-AADC-01A-11R-A41C-07	0.056781713333195	0	0.0577080860276089	0.0881736285441488	0	0.113530138587963	0	0.0637787631010195	0.116328918196073	0	0	0.0478371326743676	0	0.177431947545548	0.12866945624155	0.122190376905821	0.0260575058023667	0	0	0	0.00151233304033784	0	0	0.150018952547879	1.03481332930667
TCGA-DD-AAD6-01A-11R-A41C-07	0.0354083925434851	0	0	0.0551782703990758	0	0.343127117837625	0	0.00484235096371184	0.155686547760861	0	0	0.0573866109646958	0.0467167677040484	0.124532530128778	0.0444521897387692	0.107053880513159	0	0	0.0218501938462285	0	0	0.00376514759956269	0	0.000425449961804007	1.11055511575879
TCGA-ZP-A9D1-01A-11R-A38B-07	0.023121404646777	0	0.00807345789362998	0.093571544185834	0	0.394640154228443	0	4.16612520758977e-05	0.11318757262759	0	0	0.0704634023024159	0.00556780615894709	0.0886071761979384	0.0383559962823594	0.111414624178889	0.0142119673382609	0	0.034226722478506	0	0	0.00451651022833379	0	0.0231490640597449	1.10945502699559
TCGA-DD-A3A9-01A-11R-A266-07	0.0112438657388754	0.00723440090799169	0.0404811911501456	0.135675297984269	0	0.215188052810748	0.0135434809415881	0.0380161890243305	0.168268125930241	0	0	0.0406823037913176	0.0115512478014299	0	0.0496358630612759	0.131069127069461	0.0987647891366025	0	0.0379467696553092	0	0	0.000699294996415159	0	0.0189738688497223	1.09433125272341
TCGA-WQ-A9G7-01A-11R-A37K-07	0.0101496876049455	0.00142680706666545	0.0298108270529608	0.095599918994335	0	0.0992851628963225	0	0.0782516152834483	0.113277849612108	0	0	0.0868472908465512	0.0178628302512907	0.2048878381836	0.0611779460742141	0.161179338186198	0.0088581981747392	0	0.0267653272307515	0	0	0.00461936254186914	0	0.0694732728039977	1.06861518323993
TCGA-DD-AAW0-01A-11R-A41C-07	0.0192846337951967	0	0.00457189537195452	0.0683573279479484	0	0.24251242835663	0	0	0.122822406383854	0	0	0.0323974106202312	0.0157347017888122	0.240822475872684	0.0787851199608587	0.0761983863027909	0.0421283572366394	0	0.0469161131097039	0	0	0.00946874325269595	0	0.132087750215714	1.04244415695394
TCGA-DD-AAD2-01A-11R-A41C-07	0.035687023281297	0	0.00748741934327557	0.102899301098978	0	0.21291437440226	0	0.00150859992175017	0.131370611286721	0	0	0.0490509561932613	0.0152738184340935	0.199077547337782	0.0891051322779291	0.114612200219986	0.0190102278896795	0	0.0203044420619203	0	0	0.00169834625106783	0	0.0866126515574089	1.06458611160474
TCGA-BC-A112-01A-11R-A131-07	2.05470256263296e-05	0.0517832117935867	0.000367372223651122	0	0	0.214216898908137	0	0.00325003953451529	0.0786191995265959	0	0	0.11734553203312	0.0664526373608744	0.15438063739208	0.0239011480030807	0.111472366723844	0.00500501181924829	0	0.12701158067887	0	0.0296306968153061	0.0165431201614647	0	0.002987335077045	1.08135872078743
TCGA-2Y-A9GZ-01A-11R-A39D-07	0.0730048325576394	0	0.117213302991733	0.105773328990554	0	0.0334351983206796	0	0.0942602486355579	0.0230400615393333	0	0	0.0538531064763617	0.000548832072534783	0.118449659365954	0.0626762484395179	0.26720164246967	0.00634638311670779	0	0.044197155023757	0	0	0	0	0.150995590006348	1.0245510547092
TCGA-XR-A8TG-01A-11R-A36F-07	0.056798781477968	0	0.0321644244085296	0.0313881834872699	0	0.165477579964016	0	0.0269444072425774	0.0772567217094565	0.00556459464351336	0	0.0552715263185325	0.0267062483729276	0.10090626128032	0.125947612045892	0.0971319041824188	0.0466583756998128	0	0	0.142590783170603	0	0.00919259599616218	0	0.0547215996323428	1.0717281732224
TCGA-K7-AAU7-01A-11R-A38B-07	0.0435746564044192	0	0.0233704238355081	0.0580142721406791	0	0.160067281601106	0	0.0476022879799722	0.0904445415967682	0	0	0.0182502838221186	0	0.224886752147265	0.075128887332098	0.0833733957086823	0.0807979028111161	0	0	0.017219777380448	0	0.0772695372398197	0	0.107289593327232	1.04842317692996
TCGA-G3-A25Y-01A-11R-A16W-07	0.0401189667189007	0	0.0183976161467213	0.0773283570628686	0	0.238668768493123	0	0.0501497473014328	0.119627362727716	0	0	0.0317059013234321	0.00786485664435494	0.0421599256622366	0.101326044434205	0.193541929184785	0.00703007769993967	0	0.0686335643385409	0	0	0.00344688226174422	0	0.0868534912447885	1.05900444332876
TCGA-BC-A10S-01A-22R-A131-07	0	0.00666809813073129	0.00476512664441738	0.0970977039098315	0	0.172835393485944	0	0.0459949836728839	0.0921059042570309	0	0	0.0805742482050871	0.00419044997877074	0.0495078195638676	0.0282929595081717	0.379176854408178	0.0021862896853732	0	0.0310430633731295	0	0	0.00556110517658358	0	0.0226978705994466	1.09139347874183
TCGA-BC-A216-01A-11R-A155-07	0.119017145224994	0	0.044519687556064	0.429619507448665	0	0.0186337421641675	0.117773643981802	0.0577125900296678	0.0426823648857282	0	0	0.0181193198790203	0.00990785489647844	0.00336702507773646	0.0663068249176249	0.0335448384843181	0.00330565547408221	0	0.0241038819960825	0	0	0.0113859179835676	0	0.17259127834137	1.04759051059383
TCGA-DD-A4NR-01A-11R-A311-07	0.0504749374625961	0	0.00963073578511158	0.193008223931812	0	0.130010959207259	0.046103257896466	0.0692092696484844	0.123954800323649	0	0	0.0395050978248595	0.0174983736471766	0.0571633582410536	0.0438636893683055	0.188388564079561	0.0230338116626964	0	0	0	0	0.00815492092096899	0	0.184421611541493	1.02220928049395
TCGA-CC-A7IG-01A-11R-A33J-07	0.00111736428689041	0.0166596175693942	0.0189236135750427	0.0307959243400767	0	0	0	0.0121532512278015	0.139947923593017	0	0	0.1315341469776	0.005595262704021	0.275351291374705	0.0349871610509626	0.149397922894551	0.0323611760819371	0	0.130567863186343	0	0.00846136307518378	0.0121461180624731	0	0.106367308714166	1.05437800175975
TCGA-DD-A119-01A-11R-A131-07	0.0341264359350618	0	0.0149483242855937	0.0586605457237833	0	0.280202416470552	0	0	0.0864050850583533	0	0	0.0688086576265025	0	0.150469060208007	0.0409300069529599	0.172265643442176	0.0679498773824327	0	0.0252339469145783	0	0	0	0	0.060972257499546	1.06852826766218
TCGA-BC-A217-01A-11R-A155-07	0	0.0058710107527732	0.083574648197551	0.105596885508352	0	0.224281901981417	0	0.0273942561893738	0.14508841810265	0.0319987753299648	0	0.0179303183741308	0	0.0488227802129298	0.0944405815751505	0.172255268869355	0.0138951039129497	0	0.0288500509934019	0	0	0	0	0.131835642959378	1.04352072374499
TCGA-EP-A2KC-01A-11R-A213-07	0.0378701682758942	0	0.0686377166147699	0.0528471112009403	0	0.0736182613118416	0	0.060829199079912	0.126699111054757	0	0	0.0335302541700665	0.0073092467463242	0.0450005903997128	0.183213514685851	0.17683996916521	0.04766383490476	0	0.0859410223899602	0	0	0	0	0.11261505010224	1.04783440498207
TCGA-CC-5259-01A-31R-A213-07	0	0	0.04647729564863	0.166451089297514	0	0.163077372324063	0	0.0121840059053268	0.319581032756527	0	0	0.0504073326838568	0	0.127545571000432	0.0579593534590169	0.038058347250056	0	0	0.0171089303281509	0	0	0.00114966934642701	0	0.025652333926046	1.12561293408273
TCGA-2Y-A9GY-01A-11R-A38B-07	0.000877925542363158	0	0.108667953269148	0.265138009808233	0	0.00311211005406385	0.0714903952347838	0.0492474079227972	0.143195007240286	0	0.000853725765542691	0.00414384464074716	0.0170944732313893	0.0941050407447649	0.0528753294957967	0.131294026717624	0.0548876092341458	0	0	0.00301714109831284	0	0	0	0.188121786844117	1.01392552529242
TCGA-BC-A3KG-01A-11R-A213-07	0.0307519819398328	0	0.022455536633017	0.150627275239719	0	0.28344106475824	0.00446973232016502	0.0478950800884137	0.0683452345177804	0	0	0.0352730022059148	0.0603032276966931	0.0887669906557719	0.0855021792713997	0.0810284195565544	0.017989306243743	0	0.00199110130792007	0	0	0.0211598675648351	0	-0.011168421913255	1.11207303890606
TCGA-DD-A118-01A-11R-A131-07	0.000871778403569288	0.00191005341045728	0.0138049553983657	0.0556120044298571	0	0.210187941070766	0	0.0172600472940931	0.111553868995952	0	0	0.0125928690812501	0.0201462531727142	0.209448967612224	0.0358565608091963	0.100463243577418	0.0352023308425083	0	0.169041930649095	0	0	0.00604719525253398	0	0.00851502001838143	1.08379394876143
TCGA-DD-A4NJ-01A-11R-A27V-07	0.0440257763252936	0	0.0446205729243246	0.0460963648321891	0	0.238003980129561	0	0	0.0364689395857328	0	0.020106410415693	0	0.0190106680272965	0.0113622459569439	0.103303534559523	0.211057074919779	0.186053586320125	0	0.0346270938227856	0	0	0.00526375218075211	0	0.133020582901082	1.02691657953859
TCGA-K7-A6G5-01A-11R-A311-07	0.0368260136669774	0	0.00164654447158733	0.131474147228483	0	0.133005426567489	0	0	0.124779745875154	0	0	0.070566550764692	0.0250972899013891	0.0237447556635525	0.157140412703393	0.202635395623901	0.0242258944426596	0	0.0588542559073034	0	0	0.0100035671834184	0	0.0265514365205932	1.09099746562378
TCGA-UB-A7MF-01A-11R-A33J-07	0.156228003690196	0	0.0598769718902274	0.218573748568278	0	0	0	0.0252085464518264	0.0695752930882486	0.00743506839581902	0	0.0705188317475813	0.0220809857152053	0.0215214816119518	0.187322147996002	0.05449205673401	0.0319830687338842	0	0.0751837953767705	0	0	0	0	0.35406221458003	0.94584283379885
TCGA-DD-AADG-01A-11R-A41C-07	0.0129900466723174	0	0.0135797825823469	0.131439636366331	0	0	0	0	0.0557820422190981	0	0.119261169488003	0.0364783320948876	0.0483230673972785	0.090511431238613	0.0872544959494054	0.141087917181624	0	0	0.263292078810094	0	0	0	0	0.0437470238976945	1.07537918765411
TCGA-G3-A7M5-01A-11R-A33R-07	0.00810432722109524	0.00146573374950033	0.0098270053074206	0.0971622459751498	0	0.272657105684996	0	0.00826170427083536	0.0622331618548517	0.0342511403261783	0	0.102430400130784	0.020101352577478	0.101169085989641	0.0256721077166862	0.0493449721382953	0.00229904843413399	0	0.205020608622954	0	0	0	0	0.00592607147718733	1.10358299895709
TCGA-MI-A75C-01A-11R-A32O-07	0.0336729825032309	0	0.00943377307471525	0.16065089287621	0	0.162302132547772	0.000442079756222167	0.0108847096511228	0.31257446886099	0	0.0188131994134527	0.00494382416405474	0.0120178109412703	0.0690075610123462	0.0763643448418006	0.110400841759626	0.0096686420333977	0	0.00710018646213831	0	0	0.00172255010165008	0	0.0105906773587757	1.12475937147556
TCGA-ED-A82E-01A-11R-A352-07	0.105455556283396	0	0.120314619683819	0.0385211239056672	0	0.27175635605489	0	0.00241835748653096	0.108848324698885	0	0	0.121468855707696	0.025593865004021	0.0529491438606709	0	0.0913989033786389	0	0.0111191080910802	0.0468082649687315	0	0	0.0033475208759746	0	0.423948397233433	0.906280194679377
TCGA-NI-A4U2-01A-11R-A28V-07	0.00481648554843593	0.00222064032978226	0.00539878582024524	0	0	0.145445183245391	0	0.0141688399222294	0.0580347750079147	0	0.0566249678841063	0.0379301889002512	0.0614577091360824	0.2892650176981	0.0785085222623866	0.110847545762277	0.0245217010276803	0	0.110759637455117	0	0	0	0	0.100498011269512	1.0521594087018
TCGA-2Y-A9H3-01A-11R-A38B-07	0.00964253739959312	0.0129942757517159	0.0885637217623526	0.114005522207567	0	0.105392745158651	0	0.0450238378251231	0.116739248177851	0.0152299129000956	0	0.0695447639367968	0	0.0323709686233938	0.059847303553743	0.0988999249912071	0.021902446625684	0	0.207390158472102	0	0	0.00245263261412406	0	0.167102359458257	1.01914158772511
TCGA-CC-A7II-01A-11R-A33J-07	0.122954669460938	0	0.0161004954971099	0.0967812133254852	0	0.0272721799193872	0	0.0267237669249739	0.038328768916747	0	0	0.0733448417557507	0	0.176336149675971	0.0331835037258856	0.211950742720365	0.0289167493987346	0	0.0308643037518061	0	0.117242614926845	0	0	0.182454494076099	1.01130186930502
TCGA-DD-A3A4-01A-11R-A22L-07	0.0801823869993218	0	0.0356028777747355	0.156483103058722	0	0	0	0	0.0372340530856025	0	0.127033215931443	0.0220779087451803	0.0199372180255509	0.11126767634831	0.0703031512485212	0.261631874896821	0.0106010360479826	0	0.0578236500992452	0	0	0.00982184773856461	0	0.0252605936418254	1.0778086947752
TCGA-G3-AAV6-01A-21R-A37K-07	0.0291182855444577	0	0.00734405297181497	0.145074503712843	0	0.170982801162015	0	0.0214807464399716	0.119589706641287	0	0	0.0473225677509131	0	0.290970413862922	0.0220218682546963	0.0709768738201619	0.0187886725953947	0	0.0559620327219403	0	0	0.000367474521583645	0	0.0233501526893295	1.09789086932701
TCGA-DD-A113-01A-11R-A131-07	0.0132523060779188	0	0.0264870480180387	0.173734240261181	0	0.062835508440778	0	0.0336173119949903	0.132890752497436	0	0	0.0903714117700676	0	0.19462809175373	0.0698788099134355	0.124485262428566	0.0152072443612031	0	0.0626120124826555	0	0	0	0	0.0316798161258048	1.08603001290045
TCGA-UB-A7MB-01A-11R-A33R-07	0	0	0	0.0604883169006725	0	0.217425222052371	0	0.0537588606994068	0.0415698018973301	0	0	0.153015726116525	0.0119249277220127	0.0465966308501005	0.100917600667288	0.158368599670925	0	0	0.106205234810088	0	0	0.0497290786132795	0	-0.0248818419122466	1.11494647442464
TCGA-DD-AAVX-01A-11R-A41C-07	0.0569448138672989	0	0.0116521874974082	0.125885704703083	0	0.223795302451513	0	0	0.0927843013854184	0.000658034318284873	0	0.0564461560372422	0.018628695528	0.0593832713589302	0.136221642738296	0.14498290823125	0.0171288362035857	0	0.0463270839528358	0	0	0.0091610617268528	0	0.0561915068515215	1.07665927937871
TCGA-DD-A73A-01A-12R-A32O-07	0	0	0.00207219521908621	0.212481726512461	0	0.257111817605582	0	0.00593231189269572	0.131759584962838	0	0	0.0569406056793899	0.0330798828519732	0.0534097613264707	0.0510181818121317	0.121114840937386	0.0431060361655202	0	0.0301157749079713	0	0.00064670277525058	0.00121057735124465	0	0.0260942372957552	1.10746458599387
TCGA-DD-AADD-01A-11R-A41C-07	0.00394867124793636	0	0.0113978754452955	0.266375189282682	0	0.0589492603993564	0.00345278807354466	0.0455366648476982	0.0431679220304739	0	0.000653998114940681	0.0407986548678397	0.0316089343894853	0.0176898354258744	0.0939558631276244	0.227943787925971	0.0249858465346266	0	0.126872221114651	0	0	0.00266248717199999	0	0.0118665262055038	1.08525942917414
TCGA-ED-A66X-01A-11R-A311-07	0.195204985779115	0	0.0729130895249404	0.0491149063158812	0	0.11404164080207	0	0.0151150601242427	0.106127273144574	0	0.0262005993730583	0	0.00963943584434274	0.158429555445543	0.010502419627736	0.217539419298481	0	0	0.0251716147200144	0	0	0	0	0.331647666955538	0.949754171029378
TCGA-2Y-A9H6-01A-11R-A39D-07	0.026600913181983	0	0.00573330697486189	0.0582636202601695	0	0.242130251251647	0	0.0188861497490324	0.170090511251371	0	0	0.0511511366932156	0.0211056028571633	0.0477595960871555	0.0292674195562889	0.150114819706719	0.117096347205627	0	0.0618003252247651	0	0	0	0	0.0229858651526886	1.08213080524648
TCGA-G3-A3CI-01A-11R-A213-07	0.149074755324492	0	0.0407297362815864	0.149103888945313	0	0.0843161671861236	0	0.0157671084450669	0.102636278510482	0	0	0.0612731598797027	0.0872536689078295	0.0307944782293497	0.0938666448253699	0.0861170429334933	0.0152976750333739	0	0.0655512700045127	0	0.0036995984168719	0.0145185270764315	0	0.208457684492419	1.00202676083282
TCGA-CC-A7IL-01A-11R-A33R-07	0	0.0229523087643127	0.0200806670493842	0.0928861039245371	0	0	0	0.024093019711719	0.0348490567402337	0	0	0.0813485780652107	0.0346355484949334	0.242989718079662	0.0549302746380894	0.0934180374413745	0.0117434985579987	0	0.265692806451435	0	0.017042601450241	0.00333778063086885	0	0.104438335791358	1.05046453782569
TCGA-DD-A4NE-01A-11R-A27V-07	0.105925305715657	0	0.048962938640911	0	0	0.136919397464677	0	0.0964610921261785	0	0.0052654410396627	0	0.0914245233907647	0.0589320058577662	0.0438991232452153	0.109160860954934	0.247010233941142	0	0	0.0560390776230911	0	0	0	0	-0.0307872272371918	1.09444909449018
TCGA-CC-A9FV-01A-11R-A37K-07	0.0108312671491719	0	0.0169112585868644	0.0845280227676424	0	0.165461777822298	0	0.0178351115336259	0.0736247575659335	0.0170164889096035	0	0.0612819100811205	0.00228705096777155	0	0.0072148898622321	0.373159210332618	0.00964992230671708	0	0.157907356969557	0	0	0.00229097514484461	0	0.151786885321065	1.02599032926728
TCGA-DD-AACZ-01A-11R-A41C-07	0	0.0438892613295047	0.0231984663844795	0.179079014490561	0	0.123034988500768	0	0.0189289246272878	0.0880162599962849	0	0	0.0285662123946303	0.0130453753236644	0.063958397990132	0.0820963893284624	0.23133259116369	0.0417154807633003	0	0.0602932505135669	0	0	0.00284538719366818	0	0.134618865696022	1.03120152481809
TCGA-DD-AAE4-01A-11R-A41C-07	0.0366286235380531	0	0.0519112030074309	0.179984287375927	0	0.148995842449283	0	0.0231124672157097	0.0686245582044318	0.0532694807665108	0	0.0381771332499983	0.00914179778447023	0.018357128312433	0.165656735966983	0.128257285498626	0.0377924988322833	0	0.0400909577978599	0	0	0	0	0.130724603895195	1.05144258167107
TCGA-ED-A5KG-01A-11R-A27V-07	0.155947656751965	0	0.0769295001986608	0.191417160257872	0	0.165767455629892	0.0112117501310146	0.058494650290554	0.126216987707184	0	0	0.0119939458331675	0	0.073670089297203	0.0648216495210436	0.0492947030075129	0	0	0.0137507613368692	0	0	0.000483690037062086	0	0.33760761923161	0.954871785010148
TCGA-DD-A4ND-01A-11R-A266-07	0.0626886759763687	0	0.0214932536376156	0.177295204685856	0	0.18669568918728	0.0136358201888007	0.0436264154639566	0.07457904992727	0	0.00764813602611181	0	0.0360600357971249	0.0793521276564273	0.107387795630271	0.129558172736476	0.0489463499775645	0	0.00889292596362312	0	0	0.00214034714525335	0	0.136478434333846	1.03836860874908
