Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-RC-A6M5-01A-11R-A32O-07	0.0221029310649282	0	0.0917624470646631	0.0853063384290883	0	0.30183440399536	0	0.00018161386886927	0.0932555177057812	0	0.00253721823388582	0.0519960878923892	0	0.0295149229937774	0.0277561548291948	0.215879916849183	0.0319043230089651	0	0.0459681240639148	0	0	0	0	0.0910063023365896	1.05489376030528
TCGA-FV-A2QQ-01A-11R-A22L-07	0.0494455501375381	0	0.0118001419238123	0.149035247152048	0	0.139952530342389	0	0	0.101290417068232	0	0	0.126278010332313	0.0185183378347257	0.0402139031550654	0.0930238311645021	0.138254478549213	0.0178028109443219	0	0.108493757026572	0	0	0.00589098436926735	0	0.0430018181603713	1.08109181447545
TCGA-CC-A8HS-01A-11R-A36F-07	0	0.0588980737235461	0.0305674559786698	0.103917285557741	0	0.128768206565341	0	0.0304407642238997	0.162082010645623	0	0.0109781834884842	0.0414948257116228	0	0.193268199645504	0.0709543321227066	0.129030338329884	0.0153407779578075	0	0.0237520559513568	0	0	0.000507490097813151	0	0.0141745592790067	1.09017660270559
TCGA-DD-A1EH-01A-11R-A131-07	0.0376837512121669	0	0.049996725597914	0.0872141027469426	0	0.298017864835283	0	0.00857629699964309	0.0399232751935871	0	0	0.0557713894941576	0.00718285620359838	0.0931312199761744	0.077006852237095	0.172204020599458	0.0102569585261468	0	0.0571155768574477	0	0	0.00591910952038552	0	0.121201961466571	1.03968428561296
TCGA-2Y-A9GX-01A-11R-A38B-07	0.0288746810081128	0	0.0454665148946272	0.132195977363063	0	0.285074583091449	0.00771290187181758	0	0.025743905750425	0	0	0.0121996051539135	0.0080977567190603	0.12037147144507	0.0599130273615699	0.167032608745756	0.0725245425268678	0	0.0346890082842535	0	0	0.000103415784015037	0	0.13604890605173	1.03236999803357
TCGA-DD-A73F-01A-11R-A32O-07	0	0	0.0157299906308497	0.362754587218413	0	0.105906725503572	0	0.0961943778373449	0.102179515677155	0	0	0.0312942254298914	0.0192951618323493	0.0518333590604063	0.0698824689425157	0.137309140657463	0.00158145414008955	0	0.00603899306995081	0	0	0	0	0.161155944199111	1.05695487000928
TCGA-BC-A10Z-01A-11R-A131-07	0.0487190263415242	0	0.00477707338428379	0.0894061433202726	0	0	0	0.122517999019353	0.0327174241045259	0	0.0218485244827522	0	0.00111554707847286	0.0705165743394374	0.0107537199140615	0.350364325717781	0	0.0999064524067922	0.121205112245841	0	0	0.0261520776449019	0	-0.0108327374846443	1.08415470270152
TCGA-BC-A69H-01A-11R-A311-07	0.0149436334121194	0.014494726909842	0.0226227922293922	0.0915104316579359	0	0.0206845613060726	0	0.0646803479839069	0.165391281567943	0	0	0.0699688762528969	0.00783376706230125	0.323444284739371	0.0223792253521671	0.120120863609515	0.0309610200941369	0	0.0249200683197284	0	0	0.00604411950267149	0	0.116994565424031	1.05636967534744
TCGA-DD-AADR-01A-11R-A41C-07	0	0	0.0218495347204114	0.104644854086856	0	0.280100075046397	0	0.00631215384313079	0.119734860898859	0.0580939389465047	0	0.0321468621476897	0	0.124063623306355	0.0515370923837368	0.144398428486192	0.035601037775384	0	0.0215175383584841	0	0	0	0	0.056923172466295	1.08223148855231
TCGA-ZP-A9CV-01A-11R-A38B-07	0.0507058287441344	0	0.0116630796318087	0.065087945761104	0	0.40603009877181	0	0.00331660438313507	0.0630192935961238	0	0	0.0627224464286111	0.0265078143488264	0.0176700550903881	0.142169113360992	0.0936999885194251	0	0.00170775293331419	0.0301820104310756	0	0	0.0255179679992522	0	0.0464249798167045	1.09801884372708
TCGA-ED-A7XP-01A-11R-A352-07	0.0548689196014306	0	0.0134715081193789	0.117483694249055	0	0.0728518431376543	0	0.00224803776592603	0.125347238886785	0	0.00741404656277587	0.0368352411358967	0.00778637805413399	0.134435505174613	0.0939480348103838	0.231452572232742	0.0614788833706618	0	0.0403780968985628	0	0	0	0	0.0950987056266981	1.04878318705379
TCGA-DD-A4NL-01A-11R-A28V-07	0.0454426262345572	0	0.00452071641770315	0.0859578507517756	0	0.23267566959693	0	0.00111384750035286	0.0746897652079797	0	0	0.0414958801244143	0	0.0829810738361091	0.0400518234957372	0.329697052689255	0	0	0.0613736941451862	0	0	0	0	0.011334749031359	1.086197239164
TCGA-G3-A5SM-01A-12R-A28V-07	0.00702965520500862	0.00274451279568735	0.0592646349229502	0.0462450259292218	0	0.0840913346038258	0.012637133908674	0.0129139881728423	0.128239764972301	0.00427835918048731	0	0.0414379578658818	0.024007853925736	0.266966379647824	0.0992102531378824	0.0910425041551982	0.0377822670125244	0	0.0798660194203151	0	0.00172638789273327	0.000515967250906069	0	0.136126190750112	1.03381167832865
TCGA-FV-A2QR-01A-11R-A213-07	0.0784383047152339	0	0.0218831845951559	0.150329930836443	0	0	0.0271471867394654	0.0625844724746226	0.078298014641939	0	0.00927213060687852	0.021035205095529	0.050725851157378	0.213418097466151	0.077664751187256	0.164094126804555	0.0194215820642794	0	0.0175081512617303	0	0	0.00817901035338251	0	0.0908814260766891	1.05105905939648
TCGA-DD-AACK-01A-11R-A41C-07	0.0262068998227631	0	0.00491128079922698	0.0724901677061499	0	0.269774068431953	0	0.0213933730786364	0.113619832675418	0	0	0.0405244588624739	0.00511454656745468	0.0483204188369392	0.0827252535302911	0.266298321392675	0.0485696885749336	0	0	0	5.16897210856611e-05	0	0	-0.00782350353466722	1.10359493031442
TCGA-5R-AA1D-01A-11R-A38B-07	0.0445714526570483	0	0.0424076938488841	0.0901835925374915	0	0.284728458894053	0.00560548175950292	0	0.0440451554847126	0	0	0.0273045413622027	0.029510157222417	0.0719862235549198	0.033604920906229	0.240879475009291	0.0133152090273849	0	0.0694114196670365	0	0	0.00244621806882621	0	0.0952839782904198	1.04537399964606
TCGA-CC-A123-01A-11R-A131-07	0	0.00402887180852855	0.00963632970065191	0.0570986896529946	0	0.205970631891525	0	0.0282649367592982	0.181301587872283	0.0524994296497622	0	0.0116468106993285	0.0013005788004073	0.0862492734900839	0.0607739104864856	0.233685041305287	0.0563382545858773	0	0.0112056532974871	0	0	0	0	0.00487381835298237	1.09849361119345
TCGA-CC-A7IK-01A-12R-A33R-07	0	0.00859256161134802	0.00302216280672213	0	0	0.154582314597841	0	0	0	0.0198931955363446	0	0.170135910558433	0.0669817743703454	0.0372669639411853	0.170484210580609	0.172634371744751	0.0169601012733594	0	0.179376244195316	0	7.01887837448222e-05	0	0	8.10014639626557e-05	1.1124649571132
TCGA-DD-AADY-01A-11R-A41C-07	0.057431598626458	0	0.00183720801073042	0.0590738968455375	0	0.304564185194784	0	0	0.104656043716351	0	0.0597003869979116	0	0.0109832051991237	0	0.139444216996484	0.216239494182247	0.0300492070924163	0	0.0160205571379569	0	0	0	0	-0.00846132732964425	1.10829743390529
TCGA-DD-A39V-01A-11R-A213-07	0	0.00438132300996217	0.0174085616261203	0.298076984705013	0	0	0.0383665304435537	0.0583225272075386	0.0884651514034866	0.00134062381447031	0	0.0987593293076573	0.0474333927277794	0.0163385053799699	0.102237213616837	0.11444477533221	0.0315979972851829	0	0.0828270841402192	0	0	0	0	0.0598360787882695	1.08272039890804
TCGA-G3-A25V-01A-11R-A16W-07	0.048666955686623	0	0.0522316932270134	0.0681095057484284	0	0.220934590612426	0	0.0165050406247294	0.0919650161057407	0	0	0.023828676389858	0.0223158574409869	0.0997169254336894	0.121267647321817	0.142839798544639	0.0404583189865388	0	0.0502804820635286	0	0	0.000879491813981866	0	0.157990340626895	1.022478974634
TCGA-2Y-A9H9-01A-21R-A39D-07	0.0641045323988624	0	0.0415624306903311	0.130739185686252	0	0.152645536398705	0	0.0257159244713976	0.0980415388152925	0	0.0349549979980751	0.0180773475675626	0.00779920241319028	0.00517425974226961	0.125478030493894	0.234428390466145	0.00335236561476482	0	0.0579262572432579	0	0	0	0	0.0716434743241143	1.06315173102488
TCGA-BC-A8YO-01A-11R-A37K-07	0.0319940275556445	0	0.0126197205246357	0.2622780113541	0	0.00495674279392156	0.0498094927693346	0.0633609457086704	0.115075512265166	0	0.030674251031319	0.0118898541811615	0.0278254215884825	0.0491216863822593	0.0836560494192532	0.11113286858368	0.127408695946856	0	0.0181967198955169	0	0	0	0	0.152867939812165	1.02883582102741
TCGA-RC-A7S9-01A-11R-A33R-07	0.0354223372248697	0	0.0610423457169341	0.0854657226657908	0	0.159748983658842	0.00689039913545904	0.0677178459914692	0.114207442011089	0	0	0.0801493129349869	0.017044227602442	0.0420028436048509	0.149352059063134	0.102440403679928	0.0326930988922621	0	0.0458054641743458	0	0	1.75136435955943e-05	0	0.0412184030767129	1.08508866885041
TCGA-G3-AAV3-01A-11R-A37K-07	0.0166976823200336	0	0.149933587072912	0.223815913099302	0	0.0659480188610701	0.0182256687151149	0.0581258331941915	0.0869998122855754	0.00420713718027663	0	0.059547867883834	0	0.086615190757459	0.0638720587454168	0.081699505865584	0.0100402705055617	0	0.0646880943546697	0	0	0.00958335915899784	0	0.253934730300179	0.98683179337869
TCGA-UB-AA0V-01A-11R-A38B-07	0.0893877830068593	0	0.0264690867434055	0.0805671718328325	0	0.170938821205871	0	0.0138634717049264	0.058499256203216	0	0	0.0838450542772164	0.0147502297345923	0.0306344859141977	0.12697250506301	0.128016508591314	0.0471250953565797	0	0.114699003997502	0	0	0.0142315263684769	0	0.0609549863235626	1.0615570417769
TCGA-2Y-A9H5-01A-11R-A38B-07	0.0334722484358779	0	0.0386691354271349	0.0966252029012401	0	0.22080193815042	0	0.084857216651444	0.166300584726969	0	0	0.040359535160732	0.0091512848022138	0.0575587574430283	0.0694801749165737	0.0759562476680588	0.0650437326767741	0	0.0417239410395343	0	0	0	0	0.0725498802317284	1.07439972730807
TCGA-CC-A8HV-01A-11R-A36F-07	0.00945652017737115	0.0388836293933273	0.0138904946787647	0.0254221263428215	0	0.0950981562754599	0	0	0.143514693653629	0	0	0.177467188302628	0.0129295392880153	0.192277051800212	0.0373582044611883	0	0.0353031338875567	0	0.198649860315731	0	0.0130670235691067	0.00668237785418892	0	0.0326934136745608	1.08672660489756
TCGA-BC-A5W4-01A-11R-A28V-07	0.00645999945802653	0	0.00779764374695356	0	0	0.133203560596106	0	0.111543777238026	0.0508357296270075	0.0944208518245983	0	0.0726642439000141	0.00614140012886218	0.0661862358185015	0.0554767318713299	0.293440203517709	0	0.0606215822465899	0.0412080400262752	0	0	0	0	-0.00138418672242467	1.0934445876467
TCGA-DD-A3A7-01A-11R-A22L-07	0.0477886420551186	0	0.0101171048803455	0.081116830985889	0	0.133398849846322	0	0.00488771585546811	0.258185367078126	0	0.0446394987445263	0.0498611566949292	0	0.131642433688334	0.0744257542903548	0.103432716324608	0	0	0.0605039295559793	0	0	0	0	0.0239154988109837	1.0947474601108
TCGA-G3-AAV7-01A-11R-A38B-07	0	0.0367811876545423	0.00200802318031925	0.0279242209947215	0	0.0955596943937506	0	0.0419288341377185	0.0696051733721093	0	0	0.0130662141962845	0	0.484036109546264	0.0403986907551231	0.146779260155497	0.00421080596923103	0	0.0377017856444391	0	0	0	0	0.184109479192506	1.05101860753316
TCGA-DD-A4NI-01A-11R-A27V-07	0.0554195260012188	0	0.0138457267421062	0.217525574661844	0	0.245738466545077	0	0.0366591906935876	0.0743232327770247	0	0	0.0151171217328822	0.0236727016310697	0.00568555371475993	0.121141731276161	0.155939080773379	0.00997482371322795	0	0.0249572697376621	0	0	0	0	0.0864210763864705	1.07652249373231
TCGA-CC-A9FU-01A-11R-A37K-07	0.00552958826314811	0.000734505634719763	0.0818140517927554	0.0926390135600428	0	0.121579118447968	0	0.0675198781085962	0.220941863011439	0	0.00203743423597822	0.0403955286987902	0	0.126785506654774	0.0857135698964337	0.0490731867049733	0.0635174159477939	0	0.0417193390425881	0	0	0	0	0.112968690353882	1.05153709230473
TCGA-DD-AAE0-01A-11R-A41C-07	0.000626430407080759	0.000177791405183774	0.0238435866928828	0.0889666103093682	0	0.117522494111383	0	0.0511450211460532	0.168127706071017	0	0	0.0549416473320146	0	0.291808994767984	0.0668172083384592	0.0857917823748532	0.0133930073103219	0	0.0368377197333975	0	0	0	0	0.0829366439976209	1.07160911984411
TCGA-CC-5264-01A-01R-A131-07	0.0388534556011367	0	0.0133021739114926	0.127901383492554	0	0.26117522009661	0	0.0713953090346798	0.11712852114683	0	0	0.0315674725974669	0.00363953119304399	0.044875322121328	0.0700459403205458	0.119216013650097	0.0604360475651745	0	0.0394802820125405	0	0	0.000983327256500758	0	0.0737410281495329	1.07465649311214
TCGA-DD-AADB-01A-11R-A41C-07	0.0693210607808979	0	0.0257336997648727	0.214708805715466	0	0.0657509710869191	0.000644110737559596	0.0585105165286797	0.124889434926699	0	0	0.0664861178784782	0.000106217652352418	0.12654697241791	0.0996710224419389	0.0621320906279764	0.0207046719995424	0	0.0632127786878183	0	0	0.00158152875288995	0	0.143738790605129	1.03990471962738
TCGA-BC-A10Y-01A-11R-A131-07	0.00322989610720922	0	0.0202622115373681	0.165757626754472	0	0.208628274869013	0	0.03207120175129	0.125660293491209	0	0.00762400395851975	0.026899255314912	0.0248260633038248	0.00670609202173589	0.133214080253874	0.193617977511026	0.0201860057503344	0	0.0313170173752117	0	0	0	0	0.0464282513359941	1.090038210173
TCGA-CC-A3MA-01A-11R-A213-07	0.0189595134753912	0	0.00701253330001196	0.0941914693185493	0	0.0744261792689841	0	0.00226231056851291	0.0548984748498029	0	0	0.0168628878487535	0	0.459633743969884	0.0998388557880825	0.134560297213177	0.00384284871454953	0	0.0149149550961647	0	0	0.0185959305881358	0	0.66543349861552	0.753597388050477
TCGA-DD-A73B-01A-12R-A32O-07	0.00560825409055721	0	0	0.0128846064844694	0	0.195302218549252	0	0	0.0333447045731881	0	0	0.134124707642174	0.0247081232716221	0.110308294455693	0.0131032199578587	0.135944450095759	0.000256370624661234	0	0.302690988890778	0	0	0.0317240613639872	0	-0.0374761954386501	1.11487627643123
TCGA-RC-A7SF-01A-11R-A352-07	0.0355693324507272	0	0.0231525888625928	0.186991495563735	0	0.153942968479376	0	0.0397835900847418	0.156279389104652	0	0	0.0780438212664849	0.0155791361215334	0.137854195336551	0.150796398871439	0.00931759356583873	0.00742779820755067	0	0.0021557885310534	0	0.00171357564688164	0.00139232790684202	0	0.0500679165202376	1.10745983915015
TCGA-DD-AACW-01A-11R-A41C-07	0.0306200917654638	0	0.00316515367447099	0.09010437277877	0	0.214167905875564	0	0.0151916436636331	0.166269102805666	0.0116959014269763	0	0.0459704034248433	0.00163927248565057	0.0368118216933373	0.038107771232233	0.193681096125613	0.0840597959827144	0	0.0685156670650652	0	0	0	0	-0.0184951528463305	1.10053249933485
TCGA-DD-AACB-01A-11R-A41C-07	0.00420151729077315	0	0.152255620564344	0.350615825078445	0	0	0.0355910018934497	0.0387736238699839	0.101721137056216	0.0517336969801259	0	0.0266510329889654	0.00798115361179647	0.0306258241590248	0.0838725036034635	0.0953249534910851	0.0153031526326192	0	0.00534895677970699	0	0	0	0	0.23582088038559	1.00843263370346
TCGA-DD-A3A8-01A-11R-A22L-07	0.0154673406339622	0	0.0108852435631403	0.0667557440238656	0	0.108200467036345	0	0	0.0161392647120282	0	0	0.0872363358298789	0.0405808061425324	0.13705165669995	0.179784832365753	0	0.00955219570804811	0	0.328346113284495	0	0	0	0	0.0499791771427838	1.09537916366887
TCGA-CC-5258-01A-01R-A131-07	0.00359231931821549	0.00434818915111198	0.00375554941388866	0.0770612564912255	0	0.110193920422022	0.00426973736498959	0.0058055893938714	0.124240197873014	0	0.000170262751900409	0.0163005674755661	0.0025647304994932	0.372302679867853	0.094077756853229	0.112939856455824	0.0184899397226326	0	0.0325769386886457	0	0	0.0173105082565168	0	0.171431402914099	1.03928463944872
TCGA-5C-AAPD-01A-21R-A39D-07	0.00524856061580904	0	0.156948214153974	0.129861840799242	0	0.0383352159452227	0.06004069074041	0.0590994330911234	0.126908678018389	0	0.0288591706414345	0	0.00325259904734188	0.135570785720444	0.103327578071181	0.0887234597706999	0.0391477781785672	0	0.0156981058720093	0	0	0.00897788933415096	0	0.24757027604592	0.985883673953351
TCGA-ED-A459-01A-11R-A266-07	0	0.00921027099736592	0.00785896144153766	0.05235762812291	0	0.135000502152748	0	0.0109155076974204	0.0788841270640922	0	0	0.103733984623578	0.016746507599848	0.204613070600158	0.0301639836694154	0.271149079166036	0.00922407157743109	0	0	0.0255760020675473	0.0325213686804059	0.0120449345395063	0	0.0308361842923788	1.09015375670495
TCGA-DD-AAE2-01A-11R-A41C-07	0.0555813470767992	0	0.069181887135468	0.28620103940754	0	0.107458643962944	0.00861645170212521	0.055275483733771	0.0429961240143692	0	0	0.0136306558649069	0.00910600103297099	0	0.198854137456279	0.132688983530603	0.0183462494111562	0	0.0020629956710679	0	0	0	0	0.206603045695933	1.02831715329572
TCGA-DD-AAW3-01A-11R-A41C-07	0.0177780336335227	0	0.0117927772938397	0.142149664195291	0	0.158639261666152	0.0326261100742073	0	0.0768779157294853	0	0.00360765054262652	0.0353056827637817	0.0292240561567655	0.0228324807912493	0.0383376265514204	0.308111572233289	0.00417239619695971	0	0.115334965099359	0	0	0.00320980707205065	0	-0.0226328808473721	1.0911092951948
TCGA-BW-A5NP-01A-11R-A27V-07	0.0313350470518379	0	0.0224190739661748	0.161158287556	0	0.0565037033256538	0	0.00705316057799134	0.126773358145443	0.0279308629432369	0	0.0639877812445966	0.0314181392069852	0.0667048698641925	0.160001692097307	0.119742600341822	0.0667631724525575	0	0.0582082512262018	0	0	0	0	-0.00873965057902485	1.10309544288034
TCGA-DD-A4NK-01A-11R-A28V-07	0.0341862372770566	0	0.00173565149840926	0.129940137099437	0	0.105070350431273	0	0.0371273390192597	0.0174651539872243	0	0.13228165174379	0.00110255691391165	0.0128294772381485	0.0203485456054742	0.0966573564389816	0.345637583731751	0.00966109573536069	0	0.0559568632799231	0	0	0	0	-0.0182897554924907	1.10025543798487
TCGA-DD-AA3A-01A-11R-A37K-07	0	0.0521560781386339	0.0570034620699946	0.0697027561633571	0	0.101465390433603	0	0.0408798788184674	0.0603457360005555	0	0	0.0520275476701959	0.016222632000934	0.22294695963764	0.0682914379538777	0.0358504883903716	0.172514905454722	0.007790493307551	0.0426198112456965	0	0.000182422714399504	0	0	0.237915290186384	0.986507928882953
TCGA-BC-4072-01B-11R-A155-07	0.0231515241901052	0	0.022461694820824	0.203215926572566	0	0.07568183196036	0.0600786566619098	0.0544215478237198	0.142463692653728	0	0.0203879505735386	0.0027632021303528	0	0.07899950065193	0.0851927362369502	0.151789819463371	0.0359392900647273	0	0.00270204953081735	0	0	0.0407505766651006	0	0.110732047043525	1.05056838454546
TCGA-DD-A73G-01A-22R-A32O-07	0.0137554198802243	0.00245435611034333	0.00304841356307876	0.0857087701854393	0	0.0891463847298537	0	0.00227320512099868	0.168032488022119	0	0	0.056374787198924	0.0180899846162785	0	0.0333093969625034	0.399651880597217	0.00962442780810538	0	0.118530485204915	0	0	0	0	0.00947508713412003	1.08592114155123
TCGA-XR-A8TD-01A-12R-A39D-07	0.0181879974976589	0	0.0929144115796006	0.22273239134355	0	0.0657250953490444	0.109301213550211	0.0183355365869042	0.0347370851263967	0	0.058566155764371	0	0.00829935363506543	0.126931601101516	0.0848184473184274	0.120748743323631	0.019452866603951	0	0.00880673083333564	0	0	0.0104423703863365	0	0.184040589325908	1.01238646048244
TCGA-KR-A7K0-01A-12R-A33R-07	0.0780441914222	0	0.0159650944674877	0.0714737335322389	0	0.0651232227075568	0	0.01191234082387	0.0762836642334661	0	0	0.0730692854219498	0.00356406053578956	0.201965011011857	0.0812216955456611	0.253920782509367	0.0626898714608244	0	0.0047670463277322	0	0	0	0	0.139712723564979	1.03774905183886
TCGA-DD-A11A-01A-11R-A131-07	0.0261380719663657	0.000270686488855833	0.00324398623034443	0.0660396610795554	0	0.169408100229857	0	0.0309463611546689	0.0809763885612618	0	0.101391479742753	0.017581325176604	0.104730663896176	0.0798484343710114	0.0514603299663511	0.193467983905676	0	0	0	0.0472371425126431	0	0.0272593847178769	0	0.0149950854450858	1.0818151898347
TCGA-DD-AADM-01A-11R-A41C-07	0.0101279525464479	0	0.0286824519852017	0.0768053189547785	0	0.122506225736971	0	0.00229103187284126	0.214743353774108	0	0.00672869220260019	0.0453663283602713	0.0016128535974229	0.102014859217762	0.0894848485200549	0.222507811037219	0.0176950330308733	0	0.059433239163448	0	0	0	0	0.0213806775925921	1.08403038699828
TCGA-DD-AACF-01A-11R-A41C-07	0.0545318974320595	0	0.00228880784676679	0.0673720748268276	0	0.157215572427486	0	0.0111184101790843	0.0501348285580751	0	0	0.0646429907923543	0.0275873001248602	0.0546606851674863	0.031682180730418	0.317450235511774	0.032339558042427	0	0.111312229288001	0	0	0.0176632290723798	0	0.0220741217195698	1.07074834652269
TCGA-DD-AADV-01A-11R-A39D-07	0.071397496893004	0	0.0246710145195532	0.0985048518682784	0	0.0621849899477374	0	0.02454221811721	0.10215665471585	0	0	0.0369217441322852	0	0.172003779101777	0.0597182170632349	0.231428459170911	0.0734310723741032	0	0.0375884551377568	0	0	0.00545104695829903	0	0.078445353806718	1.05415560167734
TCGA-5C-A9VH-01A-11R-A37K-07	0.0488743958986742	0	0.0513506654284034	0.0785982936536113	0	0.230856151642689	0	0.000542406864328511	0.191158250086332	0	0	0.076107887347977	0.00798895941521692	0.0642466029705554	0.100918216363351	0.0729035499362104	0.0122975692982119	0	0.064157051094439	0	0	0	0	-0.00731219498806211	1.1088199376255
TCGA-DD-A4NV-01A-11R-A311-07	0.0182599840852131	0	0.012791672647172	0.101744602587477	0	0.262950687506633	0	0.0157892857070223	0.0671657836312267	0	0.0489282182720035	0.000878146805197037	0.0399468375376251	0.0884244363421422	0.0841448524744269	0.210871683157477	0.0168469123770526	0	0.0255668497622575	0	0	0.00569004710707439	0	0.0366697679323804	1.07767639723522
TCGA-DD-A3A6-01A-11R-A22L-07	0.0396017441972299	0	0.111425709669437	0.198051801146372	0	0.119701821898624	0	0.0328425601666069	0.157584056756663	0.0228391274246112	0	0.129159087433084	0.00990911984356794	0	0.0134636370234097	0.108724101160958	0.00921312813669436	0	0.0474841051427428	0	0	0	0	0.256208412410494	1.00140337457715
TCGA-FV-A3I1-01A-11R-A22L-07	0.0608353866196225	0	0.0195732213538169	0.0369063800094172	0	0.0915134128313004	0.00620889759902112	0.057245858870793	0.160590056932704	0	0	0.0262470247719825	0.00389586305046991	0.206345297645615	0.130914107785005	0.102998508666336	0.0591900470659813	0	0.0360157956006951	0	0	0.0015201411972403	0	0.176417966366775	1.02029335808352
TCGA-DD-AAVZ-01A-11R-A41C-07	0.0479156022038079	0	0.0101002839890688	0.0763538010643087	0	0.396994967272713	0	0.0116242779584026	0.0507402866672501	0	0.0325161229497587	0.0254755185553478	0.0395907805476596	0.0610994567949513	0.0394947100313447	0.087146270510931	0.0309064222350126	0	0.0830744919864219	0	0	0.00696700723302083	0	-0.0123250899917859	1.1043226570282
TCGA-ZS-A9CD-01A-11R-A37K-07	0.0231230669547343	0	0.00302592303788624	0.0587040136792705	0	0.228620307904562	0	0	0.115468731037159	0	0	0.0448480051882824	0.0172151544445738	0.108411004405067	0.121562986608533	0.155296886632508	0.029487964206826	0	0.0449303096641207	0	0.0124213852844327	0.036884260952044	0	0.0597988657468891	1.06839619461382
TCGA-UB-A7MD-01A-12R-A352-07	0.0489566854253241	0	0.0100163340128903	0.0435153623574335	0	0.101231017353577	0	0	0.14068065894982	0.00923349114921088	0	0.0650066694560989	0.000866754894262626	0.15489786886501	0.124201598427958	0.166915328111634	0.0818546953880956	0	0	0.0441241791386773	0	0.00849935647000859	0	0.108027683717108	1.05014992605606
TCGA-DD-A1EB-01A-11R-A131-07	0.0185288203332567	0	0.00517040599925368	0.190562044575329	0	0.124940648882899	0	0.0032881658528671	0.100890650647508	0	0	0.0526946688726121	0.0523016972987085	0.0738664550256778	0.137769933200643	0.0632595926400382	0.0105725810902099	0	0.166154335580998	0	0	0	0	0.0252446159233367	1.08822908941388
TCGA-WJ-A86L-01A-12R-A39D-07	0.0753457193432797	0	0.0532604637505964	0.036643223057754	0	0.235662855684133	0.000800936402483901	0.024237649533864	0.0725290260862115	0	0.0217169058525307	0.0299831325745774	0	0.306921621160098	0.117203904887766	0	0.00016770888613108	0	0.0130849858896348	0	0	0.0124418668909401	0	0.14607051448706	1.04265116802312
TCGA-FV-A4ZQ-01A-11R-A266-07	0	0	0.136347125135012	0.312932231617019	0	0	0.0338755622293948	0.148366896392783	0.0638309197326925	0.0424854384988828	0	0.0147800673524271	0.0234893928252013	0.0200952375891405	0.0686158446528245	0.11247881134729	0.00450422032748969	0	0	0.0180876025709743	0	0.000110649728868317	0	0.21022243840902	1.01839079221494
TCGA-LG-A9QD-01A-11R-A38B-07	0.110433700962715	0	0.0320867873882671	0.0750213083127926	0	0.233456132757607	0	0	0.0740501955849395	0	0	0.0808850054848429	0.00982494821873494	0.000666512493136268	0.113239151340417	0.114176724010043	0	0.00211923024229624	0.141074951482427	0	0	0.0129653517217814	0	0.0278183786591147	1.08244317583198
